,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
54,Kassadin,38,카사딘,Kassadin_Passive.png,공허석,"카사딘이 받는 마법 피해가 감소하며, 유닛과의 충돌을 무시합니다.",KassadinQ.png,무의 구체,"[11, 10.5, 10, 9.5, 9]",70/75/80/85/90,650,카사딘이 공허 에너지 구체를 발사하여 ?의 마법 피해를 입히고 정신 집중을 끊습니다. 또한 1.5초 동안 ?의 마법 피해를 흡수하는 보호막을 얻습니다.,KassadinW.png,황천의 검,"[7, 7, 7, 7, 7]",1,1,기본 지속 효과: 카사딘의 기본 공격이 ?의 마법 피해를 추가로 입힙니다.사용 시: 카사딘이 검을 충전하여 다음 기본 공격으로 ?의 마법 피해를 입히고 잃은 마나의 ?%를 회복합니다. (챔피언 공격 시 ?%로 증가),KassadinE.png,힘의 파동,"[5, 5, 5, 5, 5]",60/65/70/75/80,400,기본 지속 효과: 근처에서 스킬이 사용될 때마다 카사딘이 1회 충전을 얻습니다. 충전이 6회가 되면 이 스킬을 사용할 수 있습니다.사용 시: 카사딘이 공허의 파동을 발사해 ?의 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다.,KassadinR.png,균열 이동,"[5, 3.5, 2]",40,500,카사딘이 근처로 순간이동하며 ?의 마법 피해를 입힙니다.다음 ?초 안에 이 스킬을 연속으로 사용하면 두 배의 마나를 소모하며 ?의 마법 피해를 추가로 입힙니다. 마나 소모량 및 피해량 증가는 최대 ?회까지 중첩됩니다.
55,Katarina,55,카타리나,Katarina_Passive.png,탐욕,카타리나가 최근에 피해를 입힌 챔피언이 죽을 때마다 카타리나에게 적용 중인 스킬 재사용 대기시간이 크게 감소합니다.카타리나가 단검을 다시 주우면 근처의 적을 모두 공격해 마법 피해를 입힙니다.,KatarinaQ.png,단검 투척,"[11, 10, 9, 8, 7]",0,625,카타리나가 단검을 던져 대상과 주변 ?명의 적에게 ?의 마법 피해를 입힙니다. 그 후 단검은 최초 대상 뒤에 떨어집니다.,KatarinaW.png,준비,"[15, 14, 13, 12, 11]",0,25000,카타리나가 공중에 단검을 던지고 이동 속도가 ?% 상승했다가 ?초에 걸쳐 원래대로 돌아옵니다.,KatarinaE.png,순보,"[14, 12.5, 11, 9.5, 8]",0,725,"카타리나가 대상 아군, 적, 또는 단검에게 즉시 도약합니다. 대상이 적일 경우 ?의 마법 피해를 입히고, 그 외의 경우에는 사거리 안에 있으면서 도약한 지점에서 가장 가까운 적을 공격합니다.단검을 다시 주우면 이 스킬의 재사용 대기시간이 ?초 (?%) 줄어듭니다.카타리나는 대상 근처의 어느 지점으로든 순간적으로 이동할 수 있습니다.",KatarinaR.png,죽음의 연꽃,"[90, 60, 45]",0,550,카타리나가 칼날의 돌풍을 일으켜 매우 빠른 속도로 근처 적 챔피언 세 명을 단검으로 공격합니다. 각 단검은 ?의 마법 피해 및 ?의 물리 피해를 입히고 ?초 동안 ?%의 고통스러운 상처를 남깁니다.적 하나당 ?초 동안 받는 총 피해량: ?의 마법 피해 및 ?의 물리 피해
56,Kayle,10,케일,Kayle_Passive.png,거룩한 승천,"챔피언 레벨 및 스킬 레벨이 오를수록 케일의 공격이 천상의 힘을 받아 강화됩니다. 케일의 날개가 불타오르면서 점차 공격 속도, 이동 속도, 공격 사거리, 기본 공격 시 화염파 발사 효과를 얻습니다.",KayleQ.png,광휘의 일격,"[12, 11, 10, 9, 8]",70/75/80/85/90,900,케일이 처음으로 적을 맞히면 멈추는 천상의 검을 발사합니다. 검은 대상과 그 뒤에 있는 적들에게 ?의 마법 피해를 입히고 ?초 동안 ?% 둔화시키며 ?초 동안 ?%의 방어력과 마법 저항력을 감소시킵니다.,KayleW.png,천상의 축복,"[15, 15, 15, 15, 15]",90/100/110/120/130,900,케일이 자신과 아군 챔피언에게 빛을 불어넣어 체력을 ? 회복하고 ?초 동안 이동 속도를 ? 상승시킵니다.,KayleE.png,화염주문검,"[8, 7.5, 7, 6.5, 6]",0,550,기본 지속 효과: 케일의 기본 공격이 ?의 마법 피해를 추가로 입힙니다.사용 시: 케일의 다음 기본 공격 사거리가 증가하며 대상이 잃은 체력의 ?에 해당하는 마법 피해를 추가로 입힙니다. 이 공격은 케일이 ?레벨에 도달하면 대상에게 적중 시 폭발하며 주변 적에게 피해를 입힙니다.,KayleR.png,신성한 심판,"[160, 120, 80]",100/50/0,900,케일이 아군 챔피언 한 명을 ?초 동안 무적 상태로 만듭니다. 그런 다음 대상 주위 지역을 정화해 주변 적들에게 ?의 마법 피해를 입힙니다.
57,Kayn,141,케인,Kayn_Passive.png,다르킨의 낫,"케인은 다르킨 무기 라아스트를 휘두르는 한편 제압하려고 하고, 라아스트는 케인을 잠식하려 합니다. 다르킨이 승리하거나, 아니면 케인이 라아스트를 제압해 그림자 암살자가 될 수도 있습니다.다르킨: 챔피언에게 가한 스킬 피해에 비례해 체력을 회복합니다.그림자 암살자: 적 챔피언과 전투 시작 후 첫 몇 초 동안 추가 피해를 입힙니다.",KaynQ.png,살상돌격,"[7, 6.5, 6, 5.5, 5]",50,350,케인이 돌진한 후 낫을 휘둘러 통과한 적에게 ?의 물리 피해를 입힌 다음 주변 적에게 다시 같은 피해를 입힙니다.다르킨 학살자: ?+최대 체력의 ?에 해당하는 물리 피해를 입힙니다.,KaynW.png,몰아치는 낫,"[13, 12, 11, 10, 9]",60/65/70/75/80,700,케인이 낫을 위로 휘둘러 적에게 ?의 물리 피해를 입히고 ?% 둔화시킵니다. 둔화 효과는 ?초에 걸쳐 사라집니다.그림자 암살자: 케인이 이 스킬을 사용하면서 이동하여 사거리를 늘릴 수 있습니다.다르킨 학살자: 또한 적중한 적을 ?초 동안 공중으로 띄워 올립니다.,KaynE.png,그림자의 길,"[21, 19, 17, 15, 13]",90,400,케인이 ?초 동안 유체화 상태가 되어 이동 속도가 ?% 증가하며 지형을 통과할 수 있습니다. 처음으로 지형을 통과하면 체력을 ?만큼 회복합니다.이동 불가 상태가 되거나 지형 밖에서 ?초 넘게 머무르면 이 스킬이 즉시 종료됩니다.그림자 암살자: 이동 속도가 ?% 증가하고 둔화에 면역이 되며 재사용 대기시간이 ?초로 감소합니다.,KaynR.png,그림자의 지배,"[120, 100, 80]",100,550,"기본 지속 효과: 케인이 피해를 입힌 챔피언에게 3.15초 동안 표식을 남깁니다.케인이 표식이 남은 적에게 파고들어 대상으로 지정할 수 없게 됩니다. ?초가 지나거나 재사용하면 케인이 빠져나오면서 적에게 ?의 물리 피해를 입힙니다.그림자 암살자: 이 스킬의 사거리, 즉 케인이 빠져나오는 거리가 증가하며 빠져나올 때 다르킨의 낫 재사용 대기시간이 초기화됩니다.다르킨 학살자: 최대 체력의 ?에 해당하는 물리 피해를 입히고 체력을 ? 회복합니다. (피해량의 ?%)"
58,Kennen,85,케넨,Kennen_Passive.png,폭풍의 표식,케넨의 스킬에 3번 적중당한 적은 기절합니다.,KennenQ.png,천둥의 표창,"[8, 7, 6, 5, 4]",60/55/50/45/40,950,케넨이 표창을 던져 처음 적중한 적에게 ?의 마법 피해를 입힙니다.,KennenW.png,전류 방출,"[14, 12, 10, 8, 6]",40,725,기본 지속 효과: 5번째 기본 공격마다 ?의 마법 피해를 추가로 입힙니다.사용 시: 케넨이 전기 폭발을 일으켜 폭풍의 표식이 있는 주변 적에게 ?의 마법 피해를 입힙니다.,KennenE.png,번개 질주,"[10, 9, 8, 7, 6]",100/95/90/85/80,200,케넨이 ?초 동안 번개 구체로 변신해 유체화 상태가 되어 ?%의 이동 속도를 얻고 충돌하는 적에게 ?의 마법 피해를 입힙니다. 한 명 이상의 적에게 피해를 입힐 경우 ?의 기력을 얻습니다. 이 스킬의 효과가 끝나면 ?초 동안 ?%의 공격 속도를 얻습니다. 스킬을 재사용하여 효과를 일찍 끝낼 수 있습니다.,KennenR.png,날카로운 소용돌이,"[120, 120, 120]",0,550,케넨이 마법 폭풍을 방출해 ?초마다 주변 모든 적에게 ?의 마법 피해를 입히고 ?초 동안 ?의 방어력 및 ?의 마법 저항력을 얻습니다. 동일한 적에게 다시 스킬을 맞힐 때마다 피해량이 ?%씩 증가합니다.
59,Khazix,121,카직스,Khazix_Passive.png,보이지 않는 위협,"동료로부터 고립된 근처 적에게 표식이 남습니다. 고립된 대상에게는 카직스의 스킬이 추가 효과를 발휘합니다.카직스는 적의 시야에 노출되지 않을 때 보이지 않는 위협 효과를 받아, 다음 기본 공격으로 적 챔피언에게 추가 마법 피해를 입히고 몇 초간 둔화를 적용합니다.",KhazixQ.png,공포 감지,"[4, 4, 4, 4, 4]",20,325,카직스가 근처 적을 공격해 ?의 물리 피해를 입힙니다. 아군으로부터 고립된 적에게는 ?의 피해를 입힙니다. ,KhazixW.png,공허의 가시,"[9, 9, 9, 9, 9]",55/60/65/70/75,1000,카직스가 가시를 발사하여 처음 적중하는 적과 그 주변 좁은 반경에 ?의 물리 피해를 입힙니다. 카직스가 폭발 반경 내에 있으면 체력을 ? 회복합니다.,KhazixE.png,도약,"[20, 18, 16, 14, 12]",50,700,카직스가 도약 후 착지하며 ?의 물리 피해를 입힙니다.,KhazixR.png,공허의 습격,"[100, 85, 70]",100,25000,사용 시: 카직스가 ?초 동안 투명 상태가 되고 이동 속도가 ?% 상승합니다. 10초 안에 이 스킬을 재사용할 수 있습니다.기본 지속 효과: 이 스킬을 레벨 업하면 진화를 통해 스킬 하나에 추가 효과를 부여합니다.공포 감지: 스킬 및 기본 공격 사거리가 늘어나고 고립된 대상에게 사용 시 재사용 대기시간이 ?% 감소합니다.공허의 가시: 가시를 세 개 발사하고 적을 ?% 둔화합니다. 고립된 대상에게는 효과가 증가합니다.도약: 사거리가 늘어나고 챔피언 처치 관여 시 재사용 대기시간이 초기화됩니다.공허의 습격: ?초 동안 투명 상태가 되고 2회 재사용할 수 있습니다.
60,Kindred,203,킨드레드,Kindred_Passive.png,킨드레드의 표식,킨드레드는 사냥감에게 표식을 남길 수 있습니다. 사냥에 성공하면 영구적으로 킨드레드의 기본 스킬이 강화됩니다. 사냥에 4회 성공하면 킨드레드의 기본 공격 사거리가 증가합니다.,KindredQ.png,화살 세례,"[8, 8, 8, 8, 8]",35,340,킨드레드가 뛰어올라 최대 3명의 적에게 화살을 발사하여 ?의 물리 피해를 입히고 ?초 동안 공격 속도가 ?만큼 증가합니다.늑대의 광기 범위 안에 있는 동안 이 스킬의 재사용 대기시간이 ?초로 감소합니다.,KindredW.png,늑대의 광기,"[18, 17, 16, 15, 14]",40,560,기본 지속 효과: 킨드레드가 이동하고 공격할 때마다 중첩이 쌓입니다. 100회 중첩 상태에서 다음 기본 공격 시 잃은 체력의 ?에 해당하는 체력을 회복합니다.사용 시: 킨드레드가 지대를 지정하고 늑대에게 명령을 내려 양이 마지막으로 공격한 적을 물게 합니다. 늑대의 공격은 ?+현재 체력의 ?에 해당하는 마법 피해를 입힙니다.,KindredE.png,차오르는 공포,"[14, 13, 12, 11, 10]",0,500,킨드레드가 적을 약화시켜 ?초 동안 ?% 둔화시킵니다.?초 내에 대상을 세 번 공격하면 늑대가 적을 덮쳐 ?+적이 잃은 체력의 ?에 해당하는 물리 피해를 입힙니다.대상의 체력이 ? 이하일 경우 늑대가 대상을 덮쳐 ?+대상이 잃은 체력의 ?에 해당하는 물리 피해를 치명타로 적용합니다.,KindredR.png,양의 안식처,"[180, 150, 120]",100,500,"킨드레드가 ?초 동안 땅을 축복하여 해당 영역 안에 있는 아군, 적, 중립 몬스터를 포함한 모든 유닛이 사망하지 않습니다. 체력이 10%로 떨어지면 유닛들이 해당 영역 안에 있는 동안 피해를 받거나 치유되지 않습니다.축복이 끝나면 영역 안에 있는 모든 유닛이 체력을 ? 회복합니다."
61,Kled,240,클레드,Kled_Passive.png,겁쟁이 도마뱀 스칼,"클레드는 듬직한 친구 스칼을 타고 다닙니다. 스칼은 클레드 대신 피해를 입고, 스칼의 체력이 모두 소진되면 클레드가 스칼에게서 내립니다.스칼에게서 내리면 클레드의 스킬이 바뀌고 챔피언에 대한 피해량이 줄어듭니다. 적과 싸우면 스칼의 용기를 회복시킬 수 있습니다. 용기가 최대치에 도달하면 스칼이 일부 체력을 회복한 채 나타나 클레드를 다시 태웁니다.",KledQ.png,덫날리기,"[11, 10, 9, 8, 7]",0,800,탑승 시: 클레드가 밧줄에 묶인 덫을 던져 ?의 물리 피해를 입히고 첫 번째로 맞힌 적 챔피언이나 대형 정글 몬스터를 붙잡습니다.클레드가 ?초 동안 붙잡은 적과 근거리를 유지하면 덫과 함께 적을 끌어당기며 ?의 물리 피해를 입히고 ?초 동안 ?%만큼 둔화시킵니다. 또 ?초 동안 ?%의 고통스러운 상처를 남깁니다.,KledW.png,버럭버럭,"[14, 12.5, 11, 9.5, 8]",0,0,기본 지속 효과: ?초마다 클레드가 다음 기본 공격 시 네 번의 기본 공격 또는 ?초 동안 공격 속도가 ?% 증가합니다.네 번째로 적중한 공격은 ?+최대 체력의 ?%에 해당하는 물리 피해를 추가로 입힙니다.,KledE.png,이랴!,"[13, 12, 11, 10, 9]",0,550,클레드가 돌진하여 경로 상에 있는 적들에게 ?의 물리 피해를 입힙니다.이 스킬이 적 챔피언이나 대형 정글 몬스터에게 적중하면 ?초 동안 클레드의 이동 속도가 ?% 증가합니다. ?초 내에 스킬을 재사용하면 같은 대상에게 다시 돌진합니다.,KledR.png,돌겨어어억!!!,"[160, 140, 120]",0,3500/4000/4500,클레드가 보호막을 쓴 채 목표 지점으로 돌진합니다. 돌진 경로 위에 있는 아군은 이동 속도가 빨라집니다. 클레드는 돌진하는 동안 최대 ?의 피해를 흡수하는 보호막을 얻습니다. 이 보호막은 돌진이 끝나고 2초 후까지 유지됩니다. 스칼은 경로상의 첫 번째 적 챔피언에게 돌격해 최대 체력의 ?에 해당하는 물리 피해(이동 거리에 비례)를 입히고 잠시 뒤로 밀어냅니다.
62,KogMaw,96,코그모,KogMaw_Passive.png,이케시아식 마무리,코그모가 죽으면 4초 후 폭발하여 주변 적에게 고정 피해를 입힙니다.,KogMawQ.png,부식성 침,"[8, 8, 8, 8, 8]",40,1175,기본 지속 효과: 코그모의 공격 속도가 ?% 증가합니다.사용 시: 코그모가 부식성 침을 토하여 처음 맞은 적에게 ?의 마법 피해를 입히고 ?초 동안 마법 저항력과 방어력을 ?% 낮춥니다.,KogMawW.png,생체마법 폭격,"[17, 17, 17, 17, 17]",40,530,코그모의 사거리가 ? 증가하고 ?초 동안 추가로 최대 체력의 ?에 해당하는 마법 피해를 입힙니다.,KogMawE.png,공허의 분비물,"[12, 12, 12, 12, 12]",60/70/80/90/100,1200,코그모가 분비물을 뱉어 ?의 마법 피해를 입히고 ?초 동안 유지되는 분비물 흔적을 남깁니다. 흔적을 지나는 적은 ?% 둔화됩니다.,KogMawR.png,살아있는 곡사포,"[2, 1.5, 1]",40,1300/1550/1800,코그모가 범위 내에 산성을 뿌려 ?+잃은 체력의 1%당 ?%에 해당하는 마법 피해를 입히고 2초 동안 적중당한 적의 위치를 드러냅니다. 체력이 40% 이하인 적들은 대신 ?의 마법 피해를 입습니다.?초 안에 사용한 후속 공격은 추가로 ?의 마나를 소모합니다. (최대: ?의 마나)
63,Leblanc,7,르블랑,Leblanc_Passive.png,거울 환영,르블랑의 체력이 40% 아래로 내려가면 1초 동안 투명 상태가 되며 거울 환영을 생성합니다. 환영은 피해를 입힐 수 없고 최대 8초까지 지속됩니다.,LeblancQ.png,악의의 인장,"[6, 6, 6, 6, 6]",50/55/60/65/70,700,르블랑이 적에게 인장을 날려 ?의 마법 피해를 입히고 ?초 동안 표식을 남깁니다.표식이 남은 적을 스킬로 공격하면 인장이 폭발하며 ?의 마법 피해를 입힙니다.,LeblancW.png,왜곡,"[18, 16, 14, 12, 10]",60/70/80/90/100,600,르블랑이 돌진한 후 주변 적에게 ?의 마법 피해를 입힙니다. 돌진 후 ?초 동안 재사용할 수 있습니다.재사용 시: 르블랑이 처음 위치로 돌아갑니다.,LeblancE.png,환영 사슬,"[14, 13.25, 12.5, 11.75, 11]",50,925,르블랑이 처음 명중한 적을 옭아매는 사슬을 던져 ?의 마법 피해를 주고 절대 시야를 얻습니다.대상이 ?초간 사슬에 묶여 있으면 대상을 ?초 동안 속박하고 추가로 ?의 마법 피해를 줍니다.,LeblancR.png,모방,"[60, 45, 30]",0,25000,"르블랑이 가장 최근에 사용한 스킬을 모방하여 다시 사용합니다. 모방한 스킬의 피해량이 증가합니다.모방한 악의의 인장을 남기면 ?의 마법 피해를 입히고, 발동하면 ?의 마법 피해를 입힙니다.모방한 왜곡은 ?의 마법 피해를 입힙니다.모방한 환영 사슬은 옭아맬 때 ?의 마법 피해를 입히고, 속박할 때 ?의 마법 피해를 입힙니다."
64,LeeSin,64,리 신,LeeSin_Passive.png,질풍격,리 신이 스킬을 사용하면 다음 두 번의 기본 공격 속도가 증가하며 기력을 회복합니다.,LeeSinQ.png,음파 / 공명의 일격,"[10, 9, 8, 7, 6]",50,1100,리 신이 불협화음으로 된 음파를 발사하여 처음 적중한 적에게 ?의 물리 피해를 입히고 해당 적에 대한 절대 시야를 얻습니다. 다음 ?초 안에 스킬을재사용할 수 있습니다.재사용 시: 리 신이 음파에 맞은 적에게 돌진하여 대상이 잃은 체력에 비례해?~?의 물리 피해를 입힙니다. ,LeeSinW.png,방호 / 강철의 의지,"[12, 12, 12, 12, 12]",50,700,"리 신이 아군이나 와드를 향해 돌진합니다. 대상이 챔피언일 경우 해당 아군과 자신에게 ?초 동안 ?의 피해를 흡수하는 보호막을 씌우고, 이 스킬의 재사용 대기시간이 ?% 감소합니다. ?초 안에 재사용할 수 있습니다.재사용 시: ?초 동안 생명력 흡수와 주문 흡혈 효과가 ?%만큼 증가합니다.",LeeSinE.png,폭풍/무력화,"[9, 9, 9, 9, 9]",50,425,리 신이 바닥을 내리쳐 ?의 마법 피해를 입히고 4초 동안 은신한 적을 드러내는 충격파를 발생시킵니다. 스킬이 적에게 명중하면 다음 ?초 안에 스킬을 재사용할 수 있습니다.재사용 시: 충격파에 적중한 주변 적을 ?% 둔화시킵니다. 둔화 효과는 ?초에 걸쳐 사라집니다.,LeeSinR.png,용의 분노,"[110, 85, 60]",0,375,"리 신이 강력한 돌려차기로 적 챔피언을 뒤로 날려버리고, ?의 물리 피해를 입힙니다.날아간 대상과 부딪힌 적은 잠시 공중에 떠오르고 ?+날아간 대상 추가 체력의 ?%에 해당하는 물리 피해를 입습니다."
